Name,Display Name,Description,Type,Required,Choices,Units,Default Value
hvac_perf_data_cooling_min_speed_cops,HVAC Detailed Performance Data: Cooling Minimum Speed COPs,"Minimum speed efficiency COP values of cooling detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). At least two performance data points are required using a comma-separated list.",String,false,,W/W,
hvac_perf_data_cooling_max_speed_cops,HVAC Detailed Performance Data: Cooling Maximum Speed COPs,"Maximum speed efficiency COP values of cooling detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). At least two performance data points are required using a comma-separated list.",String,false,,W/W,
geothermal_loop_configuration,Geothermal Loop: Configuration,"Configuration of the geothermal loop. Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#ground-to-air-heat-pump'>Ground-to-Air Heat Pump</a>) is used.",Choice,false,"['none', 'vertical']",,
geothermal_loop_borefield_configuration,Geothermal Loop: Borefield Configuration,"Borefield configuration of the geothermal loop. Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-geothermal-loops'>HPXML Geothermal Loops</a>) is used.",Choice,false,"['Rectangle', 'Open Rectangle', 'C', 'L', 'U', 'Lopsided U']",,
geothermal_loop_loop_flow,Geothermal Loop: Loop Flow,"Water flow rate through the geothermal loop. Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-geothermal-loops'>HPXML Geothermal Loops</a>) is used.",Double,false,,gpm,
geothermal_loop_boreholes_count,Geothermal Loop: Boreholes Count,"Number of boreholes. Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-geothermal-loops'>HPXML Geothermal Loops</a>) is used.",Integer,false,,#,
geothermal_loop_boreholes_length,Geothermal Loop: Boreholes Length,"Average length of each borehole (vertical). Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-geothermal-loops'>HPXML Geothermal Loops</a>) is used.",Double,false,,ft,
geothermal_loop_boreholes_spacing,Geothermal Loop: Boreholes Spacing,"Distance between bores. Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-geothermal-loops'>HPXML Geothermal Loops</a>) is used.",Double,false,,ft,
geothermal_loop_boreholes_diameter,Geothermal Loop: Boreholes Diameter,"Diameter of bores. Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-geothermal-loops'>HPXML Geothermal Loops</a>) is used.",Double,false,,in,
geothermal_loop_grout_type,Geothermal Loop: Grout Type,"Grout type of the geothermal loop. Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-geothermal-loops'>HPXML Geothermal Loops</a>) is used.",Choice,false,"['standard', 'thermally enhanced']",,
geothermal_loop_pipe_type,Geothermal Loop: Pipe Type,"Pipe type of the geothermal loop. Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-geothermal-loops'>HPXML Geothermal Loops</a>) is used.",Choice,false,"['standard', 'thermally enhanced']",,
geothermal_loop_pipe_diameter,Geothermal Loop: Pipe Diameter,"Pipe diameter of the geothermal loop. Only applies to ground-to-air heat pump type. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-geothermal-loops'>HPXML Geothermal Loops</a>) is used.",Choice,false,"['3/4"" pipe', '1"" pipe', '1-1/4"" pipe']",in,
heating_system_2_type,Heating System 2: Type,"The type of the second heating system. If a heat pump is specified and the backup type is 'separate', this heating system represents 'separate' backup heating. For ducted heat pumps where the backup heating system is a 'Furnace', the backup would typically be characterized as 'integrated' in that the furnace and heat pump share the same distribution system and blower fan; a 'Furnace' as 'separate' backup to a ducted heat pump is not supported.",Choice,true,"['none', 'Furnace', 'WallFurnace', 'FloorFurnace', 'Boiler', 'ElectricResistance', 'Stove', 'SpaceHeater', 'Fireplace']",,none
heating_system_2_fuel,Heating System 2: Fuel Type,The fuel type of the second heating system. Ignored for ElectricResistance.,Choice,true,"['electricity', 'natural gas', 'fuel oil', 'propane', 'wood', 'wood pellets', 'coal']",,electricity
heating_system_2_heating_efficiency,Heating System 2: Rated AFUE or Percent,The rated heating efficiency value of the second heating system.,Double,true,,Frac,1
heating_system_2_heating_capacity,Heating System 2: Heating Capacity,"The output heating capacity of the second heating system. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-heating-systems'>HPXML Heating Systems</a>) is used.",Double,false,,Btu/hr,
heating_system_2_heating_autosizing_factor,Heating System 2: Heating Autosizing Factor,"The capacity scaling factor applied to the auto-sizing methodology. If not provided, 1.0 is used.",Double,false,,,
heating_system_2_heating_autosizing_limit,Heating System 2: Heating Autosizing Limit,"The maximum capacity limit applied to the auto-sizing methodology. If not provided, no limit is used.",Double,false,,Btu/hr,
heating_system_2_fraction_heat_load_served,Heating System 2: Fraction Heat Load Served,The heat load served fraction of the second heating system. Ignored if this heating system serves as a backup system for a heat pump.,Double,true,,Frac,0.25
hvac_control_heating_weekday_setpoint,HVAC Control: Heating Weekday Setpoint Schedule,Specify the constant or 24-hour comma-separated weekday heating setpoint schedule. Required unless a detailed CSV schedule is provided.,String,false,,F,
hvac_control_heating_weekend_setpoint,HVAC Control: Heating Weekend Setpoint Schedule,Specify the constant or 24-hour comma-separated weekend heating setpoint schedule. Required unless a detailed CSV schedule is provided.,String,false,,F,
hvac_control_cooling_weekday_setpoint,HVAC Control: Cooling Weekday Setpoint Schedule,Specify the constant or 24-hour comma-separated weekday cooling setpoint schedule. Required unless a detailed CSV schedule is provided.,String,false,,F,
hvac_control_cooling_weekend_setpoint,HVAC Control: Cooling Weekend Setpoint Schedule,Specify the constant or 24-hour comma-separated weekend cooling setpoint schedule. Required unless a detailed CSV schedule is provided.,String,false,,F,
hvac_control_heating_season_period,HVAC Control: Heating Season Period,"Enter a date range like 'Nov 1 - Jun 30'. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-hvac-control'>HPXML HVAC Control</a>) is used. Can also provide 'BuildingAmerica' to use automatic seasons from the Building America House Simulation Protocols.",String,false,,,
hvac_control_cooling_season_period,HVAC Control: Cooling Season Period,"Enter a date range like 'Jun 1 - Oct 31'. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-hvac-control'>HPXML HVAC Control</a>) is used. Can also provide 'BuildingAmerica' to use automatic seasons from the Building America House Simulation Protocols.",String,false,,,
hvac_blower_fan_watts_per_cfm,HVAC Blower: Fan Efficiency,"The blower fan efficiency at maximum fan speed. Applies only to split (not packaged) systems (i.e., applies to ducted systems as well as ductless mini-split systems). If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-heating-systems'>HPXML Heating Systems</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-cooling-systems'>HPXML Cooling Systems</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-heat-pumps'>HPXML Heat Pumps</a>) is used.",Double,false,,W/CFM,
ducts_leakage_units,Ducts: Leakage Units,The leakage units of the ducts.,Choice,true,"['CFM25', 'CFM50', 'Percent']",,Percent
ducts_supply_leakage_to_outside_value,Ducts: Supply Leakage to Outside Value,The leakage value to outside for the supply ducts.,Double,true,,,0.1
ducts_supply_location,Ducts: Supply Location,"The location of the supply ducts. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-distribution'>Air Distribution</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'crawlspace', 'crawlspace - vented', 'crawlspace - unvented', 'crawlspace - conditioned', 'attic', 'attic - vented', 'attic - unvented', 'garage', 'exterior wall', 'under slab', 'roof deck', 'outside', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space', 'manufactured home belly']",,
ducts_supply_insulation_r,Ducts: Supply Insulation R-Value,The nominal insulation r-value of the supply ducts excluding air films. Use 0 for uninsulated ducts.,Double,true,,h-ft^2-R/Btu,0
ducts_supply_buried_insulation_level,Ducts: Supply Buried Insulation Level,"Whether the supply ducts are buried in, e.g., attic loose-fill insulation. Partially buried ducts have insulation that does not cover the top of the ducts. Fully buried ducts have insulation that just covers the top of the ducts. Deeply buried ducts have insulation that continues above the top of the ducts.",Choice,false,"['not buried', 'partially buried', 'fully buried', 'deeply buried']",,
ducts_supply_surface_area,Ducts: Supply Surface Area,"The supply ducts surface area in the given location. If neither Surface Area nor Area Fraction provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-distribution'>Air Distribution</a>) is used.",Double,false,,ft^2,
ducts_supply_surface_area_fraction,Ducts: Supply Area Fraction,"The fraction of supply ducts surface area in the given location. Only used if Surface Area is not provided. If the fraction is less than 1, the remaining duct area is assumed to be in conditioned space. If neither Surface Area nor Area Fraction provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-distribution'>Air Distribution</a>) is used.",Double,false,,frac,
ducts_supply_fraction_rectangular,Ducts: Supply Fraction Rectangular,"The fraction of supply ducts that are rectangular (as opposed to round); this affects the duct effective R-value used for modeling. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-distribution'>Air Distribution</a>) is used.",Double,false,,frac,
ducts_return_leakage_to_outside_value,Ducts: Return Leakage to Outside Value,The leakage value to outside for the return ducts.,Double,true,,,0.1
ducts_return_location,Ducts: Return Location,"The location of the return ducts. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-distribution'>Air Distribution</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'crawlspace', 'crawlspace - vented', 'crawlspace - unvented', 'crawlspace - conditioned', 'attic', 'attic - vented', 'attic - unvented', 'garage', 'exterior wall', 'under slab', 'roof deck', 'outside', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space', 'manufactured home belly']",,
ducts_return_insulation_r,Ducts: Return Insulation R-Value,The nominal insulation r-value of the return ducts excluding air films. Use 0 for uninsulated ducts.,Double,true,,h-ft^2-R/Btu,0
ducts_return_buried_insulation_level,Ducts: Return Buried Insulation Level,"Whether the return ducts are buried in, e.g., attic loose-fill insulation. Partially buried ducts have insulation that does not cover the top of the ducts. Fully buried ducts have insulation that just covers the top of the ducts. Deeply buried ducts have insulation that continues above the top of the ducts.",Choice,false,"['not buried', 'partially buried', 'fully buried', 'deeply buried']",,
ducts_return_surface_area,Ducts: Return Surface Area,"The return ducts surface area in the given location. If neither Surface Area nor Area Fraction provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-distribution'>Air Distribution</a>) is used.",Double,false,,ft^2,
ducts_return_surface_area_fraction,Ducts: Return Area Fraction,"The fraction of return ducts surface area in the given location. Only used if Surface Area is not provided. If the fraction is less than 1, the remaining duct area is assumed to be in conditioned space. If neither Surface Area nor Area Fraction provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-distribution'>Air Distribution</a>) is used.",Double,false,,frac,
ducts_number_of_return_registers,Ducts: Number of Return Registers,"The number of return registers of the ducts. Only used to calculate default return duct surface area. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-distribution'>Air Distribution</a>) is used.",Integer,false,,#,
ducts_return_fraction_rectangular,Ducts: Return Fraction Rectangular,"The fraction of return ducts that are rectangular (as opposed to round); this affects the duct effective R-value used for modeling. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-distribution'>Air Distribution</a>) is used.",Double,false,,frac,
mech_vent_fan_type,Mechanical Ventilation: Fan Type,The type of the mechanical ventilation. Use 'none' if there is no mechanical ventilation system.,Choice,true,"['none', 'exhaust only', 'supply only', 'energy recovery ventilator', 'heat recovery ventilator', 'balanced', 'central fan integrated supply']",,none
mech_vent_flow_rate,Mechanical Ventilation: Flow Rate,"The flow rate of the mechanical ventilation. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-mechanical-ventilation-fans'>HPXML Mechanical Ventilation Fans</a>) is used.",Double,false,,CFM,
mech_vent_hours_in_operation,Mechanical Ventilation: Hours In Operation,"The hours in operation of the mechanical ventilation. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-mechanical-ventilation-fans'>HPXML Mechanical Ventilation Fans</a>) is used.",Double,false,,hrs/day,
mech_vent_recovery_efficiency_type,Mechanical Ventilation: Total Recovery Efficiency Type,The total recovery efficiency type of the mechanical ventilation.,Choice,true,"['Unadjusted', 'Adjusted']",,Unadjusted
mech_vent_total_recovery_efficiency,Mechanical Ventilation: Total Recovery Efficiency,The Unadjusted or Adjusted total recovery efficiency of the mechanical ventilation. Applies to energy recovery ventilator.,Double,true,,Frac,0.48
mech_vent_sensible_recovery_efficiency,Mechanical Ventilation: Sensible Recovery Efficiency,The Unadjusted or Adjusted sensible recovery efficiency of the mechanical ventilation. Applies to energy recovery ventilator and heat recovery ventilator.,Double,true,,Frac,0.72
mech_vent_fan_power,Mechanical Ventilation: Fan Power,"The fan power of the mechanical ventilation. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-mechanical-ventilation-fans'>HPXML Mechanical Ventilation Fans</a>) is used.",Double,false,,W,
mech_vent_num_units_served,Mechanical Ventilation: Number of Units Served,Number of dwelling units served by the mechanical ventilation system. Must be 1 if single-family detached. Used to apportion flow rate and fan power to the unit.,Integer,true,,#,1
mech_vent_shared_frac_recirculation,Shared Mechanical Ventilation: Fraction Recirculation,"Fraction of the total supply air that is recirculated, with the remainder assumed to be outdoor air. The value must be 0 for exhaust only systems. Required for a shared mechanical ventilation system.",Double,false,,Frac,
mech_vent_shared_preheating_fuel,Shared Mechanical Ventilation: Preheating Fuel,"Fuel type of the preconditioning heating equipment. Only used for a shared mechanical ventilation system. If not provided, assumes no preheating.",Choice,false,"['electricity', 'natural gas', 'fuel oil', 'propane', 'wood', 'wood pellets', 'coal']",,
mech_vent_shared_preheating_efficiency,Shared Mechanical Ventilation: Preheating Efficiency,"Efficiency of the preconditioning heating equipment. Only used for a shared mechanical ventilation system. If not provided, assumes no preheating.",Double,false,,COP,
mech_vent_shared_preheating_fraction_heat_load_served,Shared Mechanical Ventilation: Preheating Fraction Ventilation Heat Load Served,"Fraction of heating load introduced by the shared ventilation system that is met by the preconditioning heating equipment. If not provided, assumes no preheating.",Double,false,,Frac,
mech_vent_shared_precooling_fuel,Shared Mechanical Ventilation: Precooling Fuel,"Fuel type of the preconditioning cooling equipment. Only used for a shared mechanical ventilation system. If not provided, assumes no precooling.",Choice,false,['electricity'],,
mech_vent_shared_precooling_efficiency,Shared Mechanical Ventilation: Precooling Efficiency,"Efficiency of the preconditioning cooling equipment. Only used for a shared mechanical ventilation system. If not provided, assumes no precooling.",Double,false,,COP,
mech_vent_shared_precooling_fraction_cool_load_served,Shared Mechanical Ventilation: Precooling Fraction Ventilation Cool Load Served,"Fraction of cooling load introduced by the shared ventilation system that is met by the preconditioning cooling equipment. If not provided, assumes no precooling.",Double,false,,Frac,
mech_vent_2_fan_type,Mechanical Ventilation 2: Fan Type,The type of the second mechanical ventilation. Use 'none' if there is no second mechanical ventilation system.,Choice,true,"['none', 'exhaust only', 'supply only', 'energy recovery ventilator', 'heat recovery ventilator', 'balanced']",,none
mech_vent_2_flow_rate,Mechanical Ventilation 2: Flow Rate,The flow rate of the second mechanical ventilation.,Double,true,,CFM,110
mech_vent_2_hours_in_operation,Mechanical Ventilation 2: Hours In Operation,The hours in operation of the second mechanical ventilation.,Double,true,,hrs/day,24
mech_vent_2_recovery_efficiency_type,Mechanical Ventilation 2: Total Recovery Efficiency Type,The total recovery efficiency type of the second mechanical ventilation.,Choice,true,"['Unadjusted', 'Adjusted']",,Unadjusted
mech_vent_2_total_recovery_efficiency,Mechanical Ventilation 2: Total Recovery Efficiency,The Unadjusted or Adjusted total recovery efficiency of the second mechanical ventilation. Applies to energy recovery ventilator.,Double,true,,Frac,0.48
mech_vent_2_sensible_recovery_efficiency,Mechanical Ventilation 2: Sensible Recovery Efficiency,The Unadjusted or Adjusted sensible recovery efficiency of the second mechanical ventilation. Applies to energy recovery ventilator and heat recovery ventilator.,Double,true,,Frac,0.72
mech_vent_2_fan_power,Mechanical Ventilation 2: Fan Power,The fan power of the second mechanical ventilation.,Double,true,,W,30
kitchen_fans_quantity,Kitchen Fans: Quantity,"The quantity of the kitchen fans. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Integer,false,,#,
kitchen_fans_flow_rate,Kitchen Fans: Flow Rate,"The flow rate of the kitchen fan. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Double,false,,CFM,
kitchen_fans_hours_in_operation,Kitchen Fans: Hours In Operation,"The hours in operation of the kitchen fan. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Double,false,,hrs/day,
kitchen_fans_power,Kitchen Fans: Fan Power,"The fan power of the kitchen fan. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Double,false,,W,
kitchen_fans_start_hour,Kitchen Fans: Start Hour,"The start hour of the kitchen fan. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Integer,false,,hr,
bathroom_fans_quantity,Bathroom Fans: Quantity,"The quantity of the bathroom fans. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Integer,false,,#,
bathroom_fans_flow_rate,Bathroom Fans: Flow Rate,"The flow rate of the bathroom fans. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Double,false,,CFM,
bathroom_fans_hours_in_operation,Bathroom Fans: Hours In Operation,"The hours in operation of the bathroom fans. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Double,false,,hrs/day,
bathroom_fans_power,Bathroom Fans: Fan Power,"The fan power of the bathroom fans. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Double,false,,W,
bathroom_fans_start_hour,Bathroom Fans: Start Hour,"The start hour of the bathroom fans. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-local-ventilation-fans'>HPXML Local Ventilation Fans</a>) is used.",Integer,false,,hr,
whole_house_fan_present,Whole House Fan: Present,Whether there is a whole house fan.,Boolean,true,"['true', 'false']",,false
whole_house_fan_flow_rate,Whole House Fan: Flow Rate,"The flow rate of the whole house fan. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-whole-house-fans'>HPXML Whole House Fans</a>) is used.",Double,false,,CFM,
whole_house_fan_power,Whole House Fan: Fan Power,"The fan power of the whole house fan. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-whole-house-fans'>HPXML Whole House Fans</a>) is used.",Double,false,,W,
water_heater_type,Water Heater: Type,The type of water heater. Use 'none' if there is no water heater.,Choice,true,"['none', 'storage water heater', 'instantaneous water heater', 'heat pump water heater', 'space-heating boiler with storage tank', 'space-heating boiler with tankless coil']",,storage water heater
water_heater_fuel_type,Water Heater: Fuel Type,The fuel type of water heater. Ignored for heat pump water heater.,Choice,true,"['electricity', 'natural gas', 'fuel oil', 'propane', 'wood', 'coal']",,natural gas
water_heater_location,Water Heater: Location,"The location of water heater. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-water-heating-systems'>HPXML Water Heating Systems</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'garage', 'attic', 'attic - vented', 'attic - unvented', 'crawlspace', 'crawlspace - vented', 'crawlspace - unvented', 'crawlspace - conditioned', 'other exterior', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space']",,
water_heater_tank_volume,Water Heater: Tank Volume,"Nominal volume of water heater tank. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#conventional-storage'>Conventional Storage</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#heat-pump'>Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#combi-boiler-w-storage'>Combi Boiler w/ Storage</a>) is used.",Double,false,,gal,
water_heater_efficiency_type,Water Heater: Efficiency Type,The efficiency type of water heater. Does not apply to space-heating boilers.,Choice,true,"['EnergyFactor', 'UniformEnergyFactor']",,EnergyFactor
water_heater_efficiency,Water Heater: Efficiency,Rated Energy Factor or Uniform Energy Factor. Does not apply to space-heating boilers.,Double,true,,,0.67
water_heater_usage_bin,Water Heater: Usage Bin,"The usage of the water heater. Only applies if Efficiency Type is UniformEnergyFactor and Type is not instantaneous water heater. Does not apply to space-heating boilers. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#conventional-storage'>Conventional Storage</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#heat-pump'>Heat Pump</a>) is used.",Choice,false,"['very small', 'low', 'medium', 'high']",,
water_heater_recovery_efficiency,Water Heater: Recovery Efficiency,"Ratio of energy delivered to water heater to the energy content of the fuel consumed by the water heater. Only used for non-electric storage water heaters. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#conventional-storage'>Conventional Storage</a>) is used.",Double,false,,Frac,
water_heater_heating_capacity,Water Heater: Heating Capacity,"Heating capacity. Only applies to storage water heater and heat pump water heater (compressor). If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#conventional-storage'>Conventional Storage</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#heat-pump'>Heat Pump</a>) is used.",Double,false,,Btu/hr,
water_heater_backup_heating_capacity,Water Heater: Backup Heating Capacity,"Backup heating capacity for a heat pump water heater. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#heat-pump'>Heat Pump</a>) is used.",Double,false,,Btu/hr,
water_heater_standby_loss,Water Heater: Standby Loss,"The standby loss of water heater. Only applies to space-heating boilers. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#combi-boiler-w-storage'>Combi Boiler w/ Storage</a>) is used.",Double,false,,F/hr,
water_heater_jacket_rvalue,Water Heater: Jacket R-value,"The jacket R-value of water heater. Doesn't apply to instantaneous water heater or space-heating boiler with tankless coil. If not provided, defaults to no jacket insulation.",Double,false,,h-ft^2-R/Btu,
water_heater_setpoint_temperature,Water Heater: Setpoint Temperature,"The setpoint temperature of water heater. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-water-heating-systems'>HPXML Water Heating Systems</a>) is used.",Double,false,,F,
water_heater_num_bedrooms_served,Water Heater: Number of Bedrooms Served,Number of bedrooms served (directly or indirectly) by the water heater. Only needed if single-family attached or apartment unit and it is a shared water heater serving multiple dwelling units. Used to apportion water heater tank losses to the unit.,Integer,false,,#,
water_heater_uses_desuperheater,Water Heater: Uses Desuperheater,"Requires that the dwelling unit has a air-to-air, mini-split, or ground-to-air heat pump or a central air conditioner or mini-split air conditioner. If not provided, assumes no desuperheater.",Boolean,false,"['true', 'false']",,
water_heater_tank_model_type,Water Heater: Tank Type,"Type of tank model to use. The 'stratified' tank generally provide more accurate results, but may significantly increase run time. Applies only to storage water heater. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#conventional-storage'>Conventional Storage</a>) is used.",Choice,false,"['mixed', 'stratified']",,
water_heater_operating_mode,Water Heater: Operating Mode,"The water heater operating mode. The 'heat pump only' option only uses the heat pump, while 'hybrid/auto' allows the backup electric resistance to come on in high demand situations. This is ignored if a scheduled operating mode type is selected. Applies only to heat pump water heater. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#heat-pump'>Heat Pump</a>) is used.",Choice,false,"['hybrid/auto', 'heat pump only']",,
hot_water_distribution_system_type,Hot Water Distribution: System Type,The type of the hot water distribution system.,Choice,true,"['Standard', 'Recirculation']",,Standard
hot_water_distribution_standard_piping_length,Hot Water Distribution: Standard Piping Length,"If the distribution system is Standard, the length of the piping. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#standard'>Standard</a>) is used.",Double,false,,ft,
hot_water_distribution_recirc_control_type,Hot Water Distribution: Recirculation Control Type,"If the distribution system is Recirculation, the type of hot water recirculation control, if any.",Choice,false,"['no control', 'timer', 'temperature', 'presence sensor demand control', 'manual demand control']",,no control
